linear_model,linear_model-log,linear_model-log-minmax,linear_model-log-robscal,linear_model-log-std,linear_model-nooutliers,linear_model-log-nooutliers,linear_model-log-minmax-nooutliers,linear_model-log-robscal-nooutliers,linear_model-log-std-nooutliers
-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946,-0.2676719350811946
-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773,-0.2774231758654773
0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454,0.12372242066458454
-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014,-0.3581099121283014
0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415,0.22123384432454415
-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995,-0.20894937796354995
-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465,-0.24588546090897465
-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462,-0.20894061796164462
-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723,-0.22398029805088723
-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383,-0.26036856473795383
0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935,0.020891372479308935
0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158,0.1830095954801158
0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266,0.17405473439031266
0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535,0.14805197684024535
0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313,0.15399305491929313
-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991,-0.10959060432942991
-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557,-0.10952990875293557
-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644,-0.23433454895590644
0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053,0.16496447504562053
-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938,-0.13783650101448938
0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683,0.15272861711322683
-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512,-0.16281307815990512
