bathrooms,sqft_living,sqft_lot,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,log-bathrooms,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,floors_1.0,floors_1.5,floors_2.0,floors_2.5,floors_3.0,waterfront_1.0,view_1.0,view_2.0,condition_2,condition_3,condition_4,condition_5,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11
-0.5,-0.7549019607843137,0.46834150326797386,0.0,0.2222222222222222,0.0,-1.0250996950504332,0.35897435897440944,-0.7201516108654453,-0.5631707946263246,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.25,0.5980392156862745,-0.1736111111111111,0.0,0.2222222222222222,0.0,-0.9284541402767941,0.32820512820510356,0.5180037902716361,0.2305738596040748,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0.0,-0.12745098039215685,-0.5418709150326797,0.0,-0.7555555555555555,0.0,-1.2526389866291137,0.09230769230777192,-0.9602021478205938,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
-0.25,0.5980392156862745,-0.9515931372549019,1.4008016032064128,-1.3333333333333333,0.0,0.3133943232465009,-0.6358974358974336,-0.03790271636133923,-0.2614030824062447,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-1.0,-0.43137254901960786,-1.1783088235294117,0.0,-1.4666666666666666,0.0,0.23598404879192403,-0.3999999999999563,0.08843967150979154,-1.3569154488567239,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.25,-0.3137254901960784,-0.19812091503267973,1.4609218436873748,-0.6,0.0,0.5779967159277206,-0.34871794871794987,-0.34112444725205304,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5,0.7156862745098039,-0.03615196078431373,0.0,0.6666666666666666,0.0,0.6357025568847737,0.6461538461538933,1.0612760581174985,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.5,0.47058823529411764,-0.6883169934640523,0.0,0.6222222222222222,0.0,-0.15341308937370204,0.8512820512821376,0.998104864181933,0.4368292053736754,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.5,-0.6372549019607843,-1.2428513071895424,0.0,0.6666666666666666,0.0,0.730002345765871,-0.62051282051289,-0.505369551484523,-0.5631707946263246,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.25,0.4803921568627451,-0.47998366013071897,1.6412825651302605,-1.0222222222222221,0.0,0.5184142622565875,-0.6769230769230534,-0.4169298799747315,-0.2614030824062447,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.0,-0.7352941176470589,-0.8884803921568627,0.0,-1.0222222222222221,0.0,0.549378372038425,-0.7128205128205162,-0.2779532533164877,-1.3569154488567239,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0.75,0.21568627450980393,-0.14113562091503268,1.5611222444889779,0.13333333333333333,0.0,-0.6765188834154396,0.4051282051281861,0.29058749210360074,0.6234098610221994,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.0,0.5098039215686274,-0.2757352941176471,0.0,-1.5777777777777777,0.0,0.46164672765655784,-0.6461538461538933,-0.07580543272267846,0.0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.0,-0.6078431372549019,0.14808006535947713,0.6593186372745491,-0.13333333333333333,0.0,-1.1151771053248754,-0.2358974358974774,-0.6317119393556538,-1.3569154488567239,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
0.5,0.7647058823529411,0.04146241830065359,0.0,0.4666666666666667,0.0,-0.19563687543985306,0.2871794871794838,1.0486418193303852,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.5,0.7156862745098039,-0.3737745098039216,0.0,0.5555555555555556,0.0,0.2003284072249365,1.0717948717949257,0.8591282375236892,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0.75,1.7205882352941178,-0.349468954248366,0.0,0.8666666666666667,0.0,0.5301430917194295,1.128205128205162,2.3183828174352494,0.6234098610221994,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
-1.0,-0.2647058823529412,-1.0355392156862746,0.0,-1.1777777777777778,0.0,0.3260614590663662,-0.6564102564102071,-0.2653190145293746,-1.3569154488567239,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-1.0,-0.5490196078431373,0.4709967320261438,0.7194388777555111,-0.35555555555555557,0.0,-0.578465869106249,0.3128205128205599,-0.5685407454200885,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0.5,1.2941176470588236,1.2771650326797386,0.0,0.6222222222222222,0.0,0.8092892329345279,1.3282051282051763,1.5919140871762476,0.4368292053736754,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-1.0,-0.8333333333333334,0.2406045751633987,0.0,-0.2,0.0,-1.24419422941587,-0.6923076923077428,-0.7100442198357549,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0.5,0.4411764705882353,1.2389705882352942,0.0,0.13333333333333333,0.0,0.22331691297205872,0.4358974358974191,1.1244472520530637,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
-0.25,-0.5784313725490197,-0.2832924836601307,0.0,-0.4888888888888889,0.0,0.5057471264367556,-0.3333333333333333,-1.0360075805432722,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.0,-0.6372549019607843,0.3776552287581699,0.0,-0.4444444444444444,0.0,-0.6849636406286499,-0.4410256410256489,-0.7580543272267846,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5,1.2843137254901962,0.36437908496732024,3.024048096192385,-0.2,0.0,-0.3678160919540222,0.24102564102570717,0.2526847757422615,0.4368292053736754,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.25,-0.4215686274509804,-0.6678921568627451,0.8196392785571143,-0.5555555555555556,0.0,0.5113769645788957,-0.7589743589743657,-0.4801010739102969,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.25,0.13725490196078433,0.24509803921568626,1.9819639278557115,0.13333333333333333,0.0,0.5962936898897261,-0.6820512820512832,-0.39166140240050534,-0.2614030824062447,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.25,0.8725490196078431,-0.2757352941176471,1.2004008016032064,-1.0666666666666667,0.0,0.400187661271378,-0.23076923076924757,1.1876184459886292,0.2305738596040748,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.5,0.9705882352941176,-0.47998366013071897,0.0,0.4444444444444444,0.0,0.412385643912715,-0.2769230769230971,0.20214782059380923,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0.5,0.4019607843137255,-0.5831290849673203,0.0,0.7333333333333333,0.0,-0.9641097818437483,0.6256410256411198,0.5811749842072015,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5,0.5686274509803921,-0.5310457516339869,0.0,0.6222222222222222,0.0,-0.9641097818437483,0.5846153846153543,1.137081490840177,0.4368292053736754,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0,0.00980392156862745,0.5363562091503268,0.0,0.35555555555555557,0.0,-0.3091719446399458,0.44615384615387865,0.6064434617814277,0.7937446542303996,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.25,-0.5686274509803921,0.21446078431372548,0.0,-0.4666666666666667,0.0,-0.6342950973492887,-0.5076923076922718,-0.6317119393556538,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.25,0.6656862745098039,0.27369281045751637,0.0,-0.044444444444444446,0.0,-0.605207600281498,-0.5538461538461213,0.8970309538850284,-0.2614030824062447,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.25,-0.29411764705882354,-1.2879901960784315,0.0,0.8666666666666667,0.0,0.4912033779028435,-0.43076923076918927,-0.2653190145293746,-0.2614030824062447,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.25,-0.17647058823529413,-0.2757352941176471,1.1002004008016033,0.08888888888888889,0.0,0.18531550551252948,-0.3128205128205599,-0.4421983575489577,0.2305738596040748,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.75,0.9117647058823529,-0.7232434640522876,2.002004008016032,-1.1111111111111112,0.0,0.013605442176855328,-0.34871794871794987,-0.4421983575489577,0.6234098610221994,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0.5,0.8627450980392157,0.7555147058823529,0.0,0.3111111111111111,0.0,0.0455078583157161,0.2256410256410178,1.2128869235628554,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.5,0.39215686274509803,-0.5518790849673203,0.0,0.6666666666666666,0.0,-1.0978184377198932,-0.10769230769231554,0.5445356917245736,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-1.0,-0.8235294117647058,0.9640522875816994,0.0,-0.15555555555555556,0.0,-0.9838142153413054,0.6461538461538933,-0.98547062539482,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.25,1.3333333333333333,2.616013071895425,3.2044088176352705,-0.2222222222222222,0.0,0.2744546094299483,0.10769230769231554,2.021478205938092,0.2305738596040748,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,-0.5686274509803921,-0.35498366013071897,0.0,-0.06666666666666667,0.0,0.7712878254749653,0.2923076923077136,-0.18951358180669614,0.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.0,0.8921568627450981,0.09334150326797386,1.0,-1.3111111111111111,0.0,0.6802721088434998,-0.2615384615384806,-0.35375868603916616,0.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0.5,0.5294117647058824,-0.47998366013071897,0.0,0.6666666666666666,0.0,-0.9899132066619739,1.0256410256410762,0.7959570435881238,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.25,-0.049019607843137254,8.81924019607843,1.4008016032064128,-0.2222222222222222,0.0,-1.03542106497769,0.8358974358975211,0.18951358180669614,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2.0,1.5588235294117647,5.6683006535947715,2.082164328657315,0.24444444444444444,0.0,0.048791930565314515,1.276923076923097,1.831964624131396,1.3569154488567239,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.25,-0.0784313725490196,-0.010212418300653595,1.7615230460921845,-0.4222222222222222,0.0,0.14825240441002357,0.5692307692308107,-0.13897662665824384,-0.2614030824062447,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-1.0,-0.7843137254901961,-0.46772875816993464,0.0,-0.7555555555555555,0.0,-0.038470560638057594,-0.8102564102563722,-1.137081490840177,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-1.0,-0.4215686274509804,-0.46772875816993464,1.0,-0.4222222222222222,0.0,0.6357025568847737,-0.5333333333333479,-0.833859759949463,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.5,1.5784313725490196,6.603962418300654,0.0,0.6,0.0,-1.0781140042223694,1.0820512820513124,1.97094125078964,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.5,0.5,-0.45955882352941174,0.0,0.6222222222222222,0.0,-1.034951911799195,1.1692307692308543,0.7075173720783323,0.4368292053736754,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.5,0.058823529411764705,-0.29840686274509803,0.0,0.37777777777777777,0.0,-1.0452732817264854,1.0512820512820793,0.10107391029690461,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-1.0,0.17647058823529413,-0.12867647058823528,2.0220440881763526,-0.6,0.0,-0.1144733755571161,-0.282051282051254,-0.08843967150979154,-1.3569154488567239,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.5,-0.1568627450980392,0.27818627450980393,0.0,-0.24444444444444444,0.0,-0.4255219329111086,0.44615384615387865,0.07580543272267846,-0.5631707946263246,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-1.0,-0.8627450980392157,-0.14624183006535948,0.0,-0.5111111111111111,0.0,0.7253108139807208,-0.37948717948718286,-0.2779532533164877,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.5,0.29411764705882354,-0.7659313725490197,0.4789579158316633,-1.1111111111111112,0.0,0.29040581749937866,-0.6615384615384369,0.29058749210360074,-0.5631707946263246,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0.25,0.803921568627451,0.21446078431372548,0.0,-0.3111111111111111,0.0,-1.3178512784423868,0.24102564102570717,-0.2526847757422615,0.2305738596040748,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1.25,0.9117647058823529,-0.21895424836601307,1.5811623246492985,0.6888888888888889,0.0,-0.2298850574712889,0.18974358974362787,0.13897662665824384,0.9504374745384975,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0.25,-0.22549019607843138,-1.0845588235294117,0.0,0.08888888888888889,0.0,-0.2524044100398828,0.21538461538463108,0.20214782059380923,0.2305738596040748,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.25,-0.7941176470588235,-1.283496732026144,0.5290581162324649,0.6888888888888889,0.0,-0.15200562983815033,-0.7743589743589822,-0.9602021478205938,-0.2614030824062447,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5,0.13725490196078433,0.01082516339869281,0.0,0.28888888888888886,0.0,-1.323481116584527,-0.6974358974359726,0.24005053695514844,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.75,1.6470588235294117,-0.20363562091503268,0.0,0.5777777777777777,0.0,0.3696927046680356,-0.7948717948718285,0.9222994314592545,0.6234098610221994,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
-1.0,-0.6274509803921569,0.6433823529411765,0.0,-0.28888888888888886,0.0,-1.1719446399249382,-0.5897435897435841,-0.5559065066329754,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.5,-0.2549019607843137,-0.47998366013071897,0.5791583166332666,-0.8,0.0,0.5404644616466864,-0.7692307692308253,-0.2779532533164877,-0.5631707946263246,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.5,-0.2549019607843137,-0.47998366013071897,0.5791583166332666,-0.8,0.0,0.5404644616466864,-0.7692307692308253,-0.2779532533164877,-0.5631707946263246,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.25,0.11764705882352941,1.701593137254902,0.0,-0.17777777777777778,0.0,-1.004926108374381,-0.2102564102564013,-0.05053695514845231,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.5,-0.6666666666666666,-0.1940359477124183,0.0,0.0,0.0,-1.2582688247712537,-0.7282051282050598,-0.7959570435881238,-0.5631707946263246,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.5,0.22549019607843138,1.2032271241830066,1.6012024048096192,-1.4444444444444444,0.0,0.32699976542338954,-0.4051282051281861,0.5180037902716361,0.4368292053736754,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0.0,0.13725490196078433,-0.7908496732026143,1.0801603206412826,-1.0222222222222221,0.0,0.49589490968799366,-0.6974358974359726,-0.22741629816803538,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.25,0.3431372549019608,20.474468954248366,0.0,0.17777777777777778,0.0,0.9444053483461912,0.8000000000000583,0.98547062539482,0.2305738596040748,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.0,-0.6176470588235294,5.426674836601308,0.0,-0.4666666666666667,0.0,-0.6300727187426669,0.2666666666667104,-0.18951358180669614,-1.3569154488567239,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5,0.49019607843137253,0.5422794117647058,1.7615230460921845,0.06666666666666667,0.0,-0.6038001407459462,0.5282051282051909,0.5811749842072015,0.4368292053736754,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.0,-0.16666666666666666,-0.6832107843137255,1.0,-0.8,0.0,0.5442176870748131,-0.7384615384615194,-0.6948831332912192,-1.3569154488567239,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.25,-0.5882352941176471,-0.9920343137254902,0.0,0.2222222222222222,0.0,-0.89373680506683,-0.4410256410256489,-0.65698041692988,-0.2614030824062447,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0.5,1.2745098039215685,4.225285947712418,0.0,0.35555555555555557,0.0,0.7440769411212547,0.7897435897435987,1.5161086544535691,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.25,0.18627450980392157,1.0196078431372548,0.0,-0.7333333333333333,0.0,0.3279380717804129,0.651282051282123,0.8970309538850284,-0.2614030824062447,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0.5,0.46078431372549017,0.4644607843137255,0.0,0.2,0.0,-0.15575885526624375,0.9384615384616068,0.18951358180669614,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.25,-0.5686274509803921,-0.8214869281045751,1.1202404809619237,-1.5555555555555556,0.0,0.5184142622565875,-0.5794871794871246,-0.5180037902716361,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
-0.25,-0.29411764705882354,1.0723039215686274,0.0,0.1111111111111111,0.0,-0.9824067558057538,1.0512820512820793,-0.3158559696778269,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.25,0.23529411764705882,-0.2820669934640523,2.002004008016032,-0.08888888888888889,0.0,-0.1144733755571161,-0.3025641025641003,0.3790271636133923,-0.2614030824062447,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0.5,1.3627450980392157,1.8016748366013071,1.4208416833667334,0.5777777777777777,0.0,-1.189303307529887,-0.08717948717939636,1.0739102969046115,0.4368292053736754,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.5,2.4901960784313726,-0.2042483660130719,0.0,-1.6666666666666667,0.0,0.5925404644615994,-0.6769230769230534,0.05053695514845231,1.0955123664504796,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1.5,-0.24509803921568626,-1.276143790849673,0.0,0.7777777777777778,0.0,0.5188834154351158,-0.5692307692308107,-0.2147820593809223,1.0955123664504796,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
-1.0,-0.9411764705882353,-0.11642156862745098,0.0,-0.6666666666666666,0.0,-0.33262960356556304,-0.061538461538393145,-0.7580543272267846,-1.3569154488567239,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0.0,-0.2647058823529412,0.45955882352941174,0.0,-0.5555555555555556,0.0,-0.3532723434201435,-0.34358974358972005,0.11370814908401769,0.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
-1.0,-0.22549019607843138,-0.8921568627450981,0.0,-1.1111111111111112,0.0,0.07131128313390839,-0.2974358974358705,-0.22741629816803538,-1.3569154488567239,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
